flight_date,flight_number,from_full,to_full,from_airport,to_airport,aircraft,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay,arrival_delay,scheduled_hour,day_of_week,next_flight_dep,next_flight_delay,turnaround_mins,cascade_score
2025-07-20, ,Mumbai (BOM),Jaipur (JAI),BOM,JAI,A20N (VT-IXO),2025-07-20 08:35:00,2025-07-20 08:45:00,2025-07-20 10:25:00,2025-07-20 10:08:00,10.0,-17.0,8,Sunday,,,,0.0
2025-07-24, ,Mumbai (BOM),Jaipur (JAI),BOM,JAI,A20N (VT-IZC),2025-07-24 08:35:00,2025-07-24 08:47:00,2025-07-24 10:25:00,2025-07-24 10:12:00,12.0,-13.0,8,Thursday,,,,0.0
2025-07-20, ,Mumbai (BOM),Ahmedabad (AMD),BOM,AMD,A20N (VT-IZD),2025-07-20 06:20:00,2025-07-20 06:27:00,2025-07-20 07:40:00,2025-07-20 07:16:00,7.0,-24.0,6,Sunday,,,,0.0
2025-07-21, ,Mumbai (BOM),Dubai (DXB),BOM,DXB,A20N (VT-IZE),2025-07-21 08:10:00,2025-07-21 09:16:00,2025-07-21 09:40:00,2025-07-21 10:12:00,66.0,32.0,8,Monday,2025-07-22 08:28:00,18.0,1336.0,0.0
2025-07-22, ,Mumbai (BOM),Dubai (DXB),BOM,DXB,A20N (VT-IZE),2025-07-22 08:10:00,2025-07-22 08:28:00,2025-07-22 09:40:00,2025-07-22 09:26:00,18.0,-14.0,8,Tuesday,,,,0.0
2025-07-24, ,Mumbai (BOM),Chandigarh (IXC),BOM,IXC,A20N (VT-RTJ),2025-07-24 06:00:00,2025-07-24 06:07:00,2025-07-24 08:10:00,2025-07-24 08:01:00,7.0,-9.0,6,Thursday,,,,0.0
2025-07-19, ,Mumbai (BOM),Bhuj (BHJ),BOM,BHJ,A20N (VT-RTK),2025-07-19 06:50:00,2025-07-19 06:59:00,2025-07-19 08:05:00,2025-07-19 08:00:00,9.0,-5.0,6,Saturday,2025-07-21 06:49:00,14.0,2809.0,0.0
2025-07-21, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-RTK),2025-07-21 06:35:00,2025-07-21 06:49:00,2025-07-21 08:30:00,2025-07-21 08:06:00,14.0,-24.0,6,Monday,,,,0.0
2025-07-23, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A20N (VT-RTL),2025-07-23 06:50:00,2025-07-23 07:13:00,2025-07-23 08:55:00,2025-07-23 08:59:00,23.0,4.0,6,Wednesday,2025-07-24 06:39:00,4.0,1300.0,0.0
2025-07-24, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-RTL),2025-07-24 06:35:00,2025-07-24 06:39:00,2025-07-24 08:30:00,2025-07-24 07:58:00,4.0,-32.0,6,Thursday,,,,0.0
2025-07-19, ,Mumbai (BOM),Bangkok (BKK),BOM,BKK,A20N (VT-RTN),2025-07-19 07:45:00,2025-07-19 08:06:00,2025-07-19 13:35:00,2025-07-19 13:45:00,21.0,10.0,7,Saturday,2025-07-20 06:33:00,-2.0,1008.0,0.0
2025-07-20, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-RTN),2025-07-20 06:35:00,2025-07-20 06:33:00,2025-07-20 08:30:00,2025-07-20 07:55:00,-2.0,-35.0,6,Sunday,2025-07-22 07:15:00,40.0,2840.0,0.0
2025-07-22, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-RTN),2025-07-22 06:35:00,2025-07-22 07:15:00,2025-07-22 08:30:00,2025-07-22 08:35:00,40.0,5.0,6,Tuesday,2025-07-23 06:45:00,10.0,1330.0,0.0
2025-07-23, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-RTN),2025-07-23 06:35:00,2025-07-23 06:45:00,2025-07-23 08:30:00,2025-07-23 08:08:00,10.0,-22.0,6,Wednesday,,,,0.0
2025-07-22, ,Mumbai (BOM),Bangkok (BKK),BOM,BKK,A20N (VT-RTS),2025-07-22 07:45:00,2025-07-22 08:16:00,2025-07-22 13:35:00,2025-07-22 13:58:00,31.0,23.0,7,Tuesday,2025-07-24 07:05:00,15.0,2467.0,0.0
2025-07-24, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A20N (VT-RTS),2025-07-24 06:50:00,2025-07-24 07:05:00,2025-07-24 08:55:00,2025-07-24 08:47:00,15.0,-8.0,6,Thursday,2025-07-25 08:21:00,36.0,1414.0,0.0
2025-07-25, ,Mumbai (BOM),Bangkok (BKK),BOM,BKK,A20N (VT-RTS),2025-07-25 07:45:00,2025-07-25 08:21:00,2025-07-25 13:35:00,2025-07-25 13:58:00,36.0,23.0,7,Friday,,,,0.0
2025-07-19, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A20N (VT-RTT),2025-07-19 07:00:00,2025-07-19 07:28:00,2025-07-19 08:40:00,2025-07-19 08:33:00,28.0,-7.0,7,Saturday,2025-07-20 08:12:00,27.0,1419.0,0.0
2025-07-20, ,Mumbai (BOM),Bangkok (BKK),BOM,BKK,A20N (VT-RTT),2025-07-20 07:45:00,2025-07-20 08:12:00,2025-07-20 13:35:00,2025-07-20 13:47:00,27.0,12.0,7,Sunday,,,,0.0
2025-07-19, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A20N (VT-RTU),2025-07-19 06:50:00,2025-07-19 07:12:00,2025-07-19 08:55:00,2025-07-19 08:52:00,22.0,-3.0,6,Saturday,2025-07-20 06:58:00,8.0,1326.0,0.0
2025-07-20, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A20N (VT-RTU),2025-07-20 06:50:00,2025-07-20 06:58:00,2025-07-20 08:55:00,2025-07-20 08:39:00,8.0,-16.0,6,Sunday,2025-07-21 08:01:00,16.0,1402.0,0.0
2025-07-21, ,Mumbai (BOM),Bangkok (BKK),BOM,BKK,A20N (VT-RTU),2025-07-21 07:45:00,2025-07-21 08:01:00,2025-07-21 13:35:00,2025-07-21 13:46:00,16.0,11.0,7,Monday,2025-07-22 07:30:00,90.0,1064.0,0.0
2025-07-22, ,Mumbai (BOM),Chandigarh (IXC),BOM,IXC,A20N (VT-RTU),2025-07-22 06:00:00,2025-07-22 07:30:00,2025-07-22 08:10:00,2025-07-22 09:20:00,90.0,70.0,6,Tuesday,,,,0.0
2025-07-25, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-RTX),2025-07-25 06:35:00,2025-07-25 06:39:00,2025-07-25 08:30:00,2025-07-25 07:56:00,4.0,-34.0,6,Friday,,,,0.0
2025-07-24, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNB),2025-07-24 07:45:00,2025-07-24 08:12:00,2025-07-24 09:55:00,2025-07-24 09:58:00,27.0,3.0,7,Thursday,,,,0.0
2025-07-22, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNE),2025-07-22 08:45:00,2025-07-22 09:07:00,2025-07-22 10:55:00,2025-07-22 11:14:00,22.0,19.0,8,Tuesday,2025-07-23 06:53:00,13.0,1179.0,0.0
2025-07-23, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNE),2025-07-23 06:40:00,2025-07-23 06:53:00,2025-07-23 08:45:00,2025-07-23 08:41:00,13.0,-4.0,6,Wednesday,,,,0.0
2025-07-23, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-TNH),2025-07-23 07:40:00,2025-07-23 07:51:00,2025-07-23 09:45:00,2025-07-23 09:15:00,11.0,-30.0,7,Wednesday,,,,0.0
2025-07-19, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNI),2025-07-19 06:40:00,2025-07-19 06:52:00,2025-07-19 08:45:00,2025-07-19 08:36:00,12.0,-9.0,6,Saturday,2025-07-20 07:55:00,10.0,1399.0,0.0
2025-07-20, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNI),2025-07-20 07:45:00,2025-07-20 07:55:00,2025-07-20 09:55:00,2025-07-20 09:40:00,10.0,-15.0,7,Sunday,2025-07-25 08:03:00,18.0,7103.0,0.0
2025-07-25, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNI),2025-07-25 07:45:00,2025-07-25 08:03:00,2025-07-25 09:55:00,2025-07-25 09:49:00,18.0,-6.0,7,Friday,,,,0.0
2025-07-20, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A20N (VT-TNJ),2025-07-20 07:00:00,2025-07-20 07:07:00,2025-07-20 08:40:00,2025-07-20 08:11:00,7.0,-29.0,7,Sunday,2025-07-21 06:53:00,13.0,1362.0,0.0
2025-07-21, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNJ),2025-07-21 06:40:00,2025-07-21 06:53:00,2025-07-21 08:45:00,2025-07-21 08:40:00,13.0,-5.0,6,Monday,2025-07-22 07:00:00,20.0,1340.0,0.0
2025-07-22, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNJ),2025-07-22 06:40:00,2025-07-22 07:00:00,2025-07-22 08:45:00,2025-07-22 08:43:00,20.0,-2.0,6,Tuesday,2025-07-23 07:34:00,9.0,1371.0,0.0
2025-07-23, ,Mumbai (BOM),Cochin (COK),BOM,COK,A20N (VT-TNJ),2025-07-23 07:25:00,2025-07-23 07:34:00,2025-07-23 09:30:00,2025-07-23 09:26:00,9.0,-4.0,7,Wednesday,,,,0.0
2025-07-23, ,Mumbai (BOM),Kolkata (CCU),BOM,CCU,A20N (VT-TNK),2025-07-23 06:45:00,2025-07-23 07:00:00,2025-07-23 09:30:00,2025-07-23 09:30:00,15.0,0.0,6,Wednesday,,,,0.0
2025-07-19, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-TNP),2025-07-19 07:40:00,2025-07-19 07:57:00,2025-07-19 09:45:00,2025-07-19 09:26:00,17.0,-19.0,7,Saturday,2025-07-21 07:02:00,2.0,2736.0,0.0
2025-07-21, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A20N (VT-TNP),2025-07-21 07:00:00,2025-07-21 07:02:00,2025-07-21 08:40:00,2025-07-21 08:06:00,2.0,-34.0,7,Monday,2025-07-24 07:19:00,19.0,4273.0,0.0
2025-07-24, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A20N (VT-TNP),2025-07-24 07:00:00,2025-07-24 07:19:00,2025-07-24 08:40:00,2025-07-24 08:24:00,19.0,-16.0,7,Thursday,2025-07-25 09:33:00,48.0,1509.0,0.0
2025-07-25, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNP),2025-07-25 08:45:00,2025-07-25 09:33:00,2025-07-25 10:55:00,2025-07-25 11:23:00,48.0,28.0,8,Friday,,,,0.0
2025-07-20, ,Mumbai (BOM),Cochin (COK),BOM,COK,A20N (VT-TNQ),2025-07-20 07:25:00,2025-07-20 07:39:00,2025-07-20 09:30:00,2025-07-20 09:12:00,14.0,-18.0,7,Sunday,2025-07-21 06:57:00,12.0,1305.0,0.0
2025-07-21, ,Mumbai (BOM),Kolkata (CCU),BOM,CCU,A20N (VT-TNQ),2025-07-21 06:45:00,2025-07-21 06:57:00,2025-07-21 09:30:00,2025-07-21 09:27:00,12.0,-3.0,6,Monday,,,,0.0
2025-07-21, ,Mumbai (BOM),Dhaka (DAC),BOM,DAC,A20N (VT-TNR),2025-07-21 07:25:00,2025-07-21 08:23:00,2025-07-21 10:45:00,2025-07-21 11:45:00,58.0,60.0,7,Monday,2025-07-23 07:38:00,13.0,2633.0,0.0
2025-07-23, ,Mumbai (BOM),Dhaka (DAC),BOM,DAC,A20N (VT-TNR),2025-07-23 07:25:00,2025-07-23 07:38:00,2025-07-23 10:45:00,2025-07-23 10:57:00,13.0,12.0,7,Wednesday,,,,0.0
2025-07-19, ,Mumbai (BOM),Dhaka (DAC),BOM,DAC,A20N (VT-TNU),2025-07-19 07:25:00,2025-07-19 07:43:00,2025-07-19 10:45:00,2025-07-19 10:54:00,18.0,9.0,7,Saturday,2025-07-21 06:22:00,22.0,2608.0,0.0
2025-07-21, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A20N (VT-TNU),2025-07-21 06:00:00,2025-07-21 06:22:00,2025-07-21 07:25:00,2025-07-21 07:29:00,22.0,4.0,6,Monday,,,,0.0
2025-07-22, ,Mumbai (BOM),Dhaka (DAC),BOM,DAC,A20N (VT-TNV),2025-07-22 07:25:00,2025-07-22 08:06:00,2025-07-22 10:45:00,2025-07-22 11:23:00,41.0,38.0,7,Tuesday,2025-07-25 07:40:00,15.0,4097.0,0.0
2025-07-25, ,Mumbai (BOM),Dhaka (DAC),BOM,DAC,A20N (VT-TNV),2025-07-25 07:25:00,2025-07-25 07:40:00,2025-07-25 10:45:00,2025-07-25 10:50:00,15.0,5.0,7,Friday,,,,0.0
2025-07-25, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-TNW),2025-07-25 07:40:00,2025-07-25 08:14:00,2025-07-25 09:45:00,2025-07-25 09:41:00,34.0,-4.0,7,Friday,,,,0.0
2025-07-23, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNX),2025-07-23 07:45:00,2025-07-23 08:12:00,2025-07-23 09:55:00,2025-07-23 10:07:00,27.0,12.0,7,Wednesday,2025-07-24 08:55:00,10.0,1368.0,0.0
2025-07-24, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TNX),2025-07-24 08:45:00,2025-07-24 08:55:00,2025-07-24 10:55:00,2025-07-24 10:35:00,10.0,-20.0,8,Thursday,2025-07-25 07:03:00,3.0,1228.0,0.0
2025-07-25, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A20N (VT-TNX),2025-07-25 07:00:00,2025-07-25 07:03:00,2025-07-25 08:40:00,2025-07-25 08:10:00,3.0,-30.0,7,Friday,,,,0.0
2025-07-22, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A20N (VT-TQA),2025-07-22 07:00:00,2025-07-22 07:13:00,2025-07-22 08:40:00,2025-07-22 08:20:00,13.0,-20.0,7,Tuesday,,,,0.0
2025-07-19, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A20N (VT-TQB),2025-07-19 06:00:00,2025-07-19 06:20:00,2025-07-19 07:25:00,2025-07-19 07:33:00,20.0,8.0,6,Saturday,2025-07-23 06:20:00,20.0,5687.0,0.0
2025-07-23, ,Mumbai (BOM),Chandigarh (IXC),BOM,IXC,A20N (VT-TQB),2025-07-23 06:00:00,2025-07-23 06:20:00,2025-07-23 08:10:00,2025-07-23 08:23:00,20.0,13.0,6,Wednesday,2025-07-24 07:42:00,17.0,1399.0,0.0
2025-07-24, ,Mumbai (BOM),Dhaka (DAC),BOM,DAC,A20N (VT-TQB),2025-07-24 07:25:00,2025-07-24 07:42:00,2025-07-24 10:45:00,2025-07-24 10:48:00,17.0,3.0,7,Thursday,,,,0.0
2025-07-20, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-TQC),2025-07-20 07:40:00,2025-07-20 07:58:00,2025-07-20 09:45:00,2025-07-20 09:15:00,18.0,-30.0,7,Sunday,,,,0.0
2025-07-22, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A20N (VT-TQF),2025-07-22 06:00:00,2025-07-22 06:39:00,2025-07-22 07:25:00,2025-07-22 07:45:00,39.0,20.0,6,Tuesday,,,,0.0
2025-07-24, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A20N (VT-TQH),2025-07-24 06:00:00,2025-07-24 06:18:00,2025-07-24 07:25:00,2025-07-24 07:27:00,18.0,2.0,6,Thursday,,,,0.0
2025-07-20, ,Mumbai (BOM),Dhaka (DAC),BOM,DAC,A20N (VT-TQJ),2025-07-20 07:25:00,2025-07-20 07:53:00,2025-07-20 10:45:00,2025-07-20 11:02:00,28.0,17.0,7,Sunday,,,,0.0
2025-07-23, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TQK),2025-07-23 08:45:00,2025-07-23 09:04:00,2025-07-23 10:55:00,2025-07-23 10:58:00,19.0,3.0,8,Wednesday,2025-07-24 06:53:00,13.0,1195.0,0.0
2025-07-24, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TQK),2025-07-24 06:40:00,2025-07-24 06:53:00,2025-07-24 08:45:00,2025-07-24 08:44:00,13.0,-1.0,6,Thursday,,,,0.0
2025-07-25, ,Mumbai (BOM),Kolkata (CCU),BOM,CCU,A20N (VT-TQM),2025-07-25 06:45:00,2025-07-25 06:55:00,2025-07-25 09:30:00,2025-07-25 09:22:00,10.0,-8.0,6,Friday,,,,0.0
2025-07-21, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TQN),2025-07-21 07:45:00,2025-07-21 08:45:00,2025-07-21 09:55:00,2025-07-21 10:25:00,60.0,30.0,7,Monday,2025-07-25 06:50:00,10.0,5545.0,0.0
2025-07-25, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TQN),2025-07-25 06:40:00,2025-07-25 06:50:00,2025-07-25 08:45:00,2025-07-25 08:40:00,10.0,-5.0,6,Friday,,,,0.0
2025-07-21, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TQP),2025-07-21 08:45:00,2025-07-21 09:19:00,2025-07-21 10:55:00,2025-07-21 10:58:00,34.0,3.0,8,Monday,2025-07-24 07:02:00,17.0,4084.0,0.0
2025-07-24, ,Mumbai (BOM),Kolkata (CCU),BOM,CCU,A20N (VT-TQP),2025-07-24 06:45:00,2025-07-24 07:02:00,2025-07-24 09:30:00,2025-07-24 09:31:00,17.0,1.0,6,Thursday,,,,0.0
2025-07-20, ,Mumbai (BOM),Kolkata (CCU),BOM,CCU,A20N (VT-TQS),2025-07-20 06:45:00,2025-07-20 06:50:00,2025-07-20 09:30:00,2025-07-20 09:21:00,5.0,-9.0,6,Sunday,,,,0.0
2025-07-24, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-TQT),2025-07-24 07:40:00,2025-07-24 07:43:00,2025-07-24 09:45:00,2025-07-24 09:06:00,3.0,-39.0,7,Thursday,,,,0.0
2025-07-20, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A20N (VT-TQV),2025-07-20 08:45:00,2025-07-20 08:55:00,2025-07-20 10:55:00,2025-07-20 10:36:00,10.0,-19.0,8,Sunday,2025-07-22 06:53:00,8.0,2657.0,0.0
2025-07-22, ,Mumbai (BOM),Kolkata (CCU),BOM,CCU,A20N (VT-TQV),2025-07-22 06:45:00,2025-07-22 06:53:00,2025-07-22 09:30:00,2025-07-22 09:32:00,8.0,2.0,6,Tuesday,,,,0.0
2025-07-19, ,Mumbai (BOM),Kolkata (CCU),BOM,CCU,A20N (VT-TQW),2025-07-19 06:45:00,2025-07-19 06:56:00,2025-07-19 09:30:00,2025-07-19 09:22:00,11.0,-8.0,6,Saturday,2025-07-25 06:17:00,17.0,8455.0,0.0
2025-07-25, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A20N (VT-TQW),2025-07-25 06:00:00,2025-07-25 06:17:00,2025-07-25 07:25:00,2025-07-25 07:26:00,17.0,1.0,6,Friday,,,,0.0
2025-07-21, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A20N (VT-TQX),2025-07-21 07:40:00,2025-07-21 08:08:00,2025-07-21 09:45:00,2025-07-21 09:28:00,28.0,-17.0,7,Monday,,,,0.0
2025-07-25, ,Mumbai (BOM),Bhuj (BHJ),BOM,BHJ,A20N (VT-TYC),2025-07-25 06:50:00,2025-07-25 06:59:00,2025-07-25 08:05:00,2025-07-25 07:57:00,9.0,-8.0,6,Friday,,,,0.0
2025-07-20, ,Mumbai (BOM),Bahrain (BAH),BOM,BAH,A21N (A9C-NA),2025-07-20 06:30:00,2025-07-20 06:24:00,2025-07-20 07:30:00,2025-07-20 06:53:00,-6.0,-37.0,6,Sunday,,,,0.0
2025-07-19, ,Mumbai (BOM),Bahrain (BAH),BOM,BAH,A21N (A9C-NB),2025-07-19 06:30:00,2025-07-19 06:34:00,2025-07-19 07:30:00,2025-07-19 06:59:00,4.0,-31.0,6,Saturday,,,,0.0
2025-07-24, ,Mumbai (BOM),Bahrain (BAH),BOM,BAH,A21N (A9C-ND),2025-07-24 06:30:00,2025-07-24 06:25:00,2025-07-24 07:30:00,2025-07-24 06:50:00,-5.0,-40.0,6,Thursday,,,,0.0
2025-07-21, ,Mumbai (BOM),Bahrain (BAH),BOM,BAH,A21N (A9C-XD),2025-07-21 06:30:00,2025-07-21 09:29:00,2025-07-21 07:30:00,2025-07-21 09:52:00,179.0,142.0,6,Monday,2025-07-22 06:36:00,6.0,1244.0,0.0
2025-07-22, ,Mumbai (BOM),Bahrain (BAH),BOM,BAH,A21N (A9C-XD),2025-07-22 06:30:00,2025-07-22 06:36:00,2025-07-22 07:30:00,2025-07-22 07:02:00,6.0,-28.0,6,Tuesday,2025-07-25 07:07:00,37.0,4325.0,0.0
2025-07-25, ,Mumbai (BOM),Bahrain (BAH),BOM,BAH,A21N (A9C-XD),2025-07-25 06:30:00,2025-07-25 07:07:00,2025-07-25 07:30:00,2025-07-25 07:39:00,37.0,9.0,6,Friday,,,,0.0
2025-07-20, ,Mumbai (BOM),Bhubaneswar (BBI),BOM,BBI,A21N (VT-IBD),2025-07-20 08:55:00,2025-07-20 09:03:00,2025-07-20 11:20:00,2025-07-20 11:01:00,8.0,-19.0,8,Sunday,2025-07-22 08:12:00,27.0,2711.0,0.0
2025-07-22, ,Mumbai (BOM),Kolkata (CCU),BOM,CCU,A21N (VT-IBD),2025-07-22 07:45:00,2025-07-22 08:12:00,2025-07-22 10:45:00,2025-07-22 10:40:00,27.0,-5.0,7,Tuesday,,,,0.0
2025-07-21, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A21N (VT-IBF),2025-07-21 08:15:00,2025-07-21 09:08:00,2025-07-21 10:10:00,2025-07-21 10:39:00,53.0,29.0,8,Monday,2025-07-25 08:05:00,20.0,5606.0,0.0
2025-07-25, ,Mumbai (BOM),Kolkata (CCU),BOM,CCU,A21N (VT-IBF),2025-07-25 07:45:00,2025-07-25 08:05:00,2025-07-25 10:45:00,2025-07-25 10:39:00,20.0,-6.0,7,Friday,,,,0.0
2025-07-21, ,Mumbai (BOM),Kolkata (CCU),BOM,CCU,A21N (VT-IBM),2025-07-21 07:45:00,2025-07-21 08:52:00,2025-07-21 10:45:00,2025-07-21 11:17:00,67.0,32.0,7,Monday,,,,0.0
2025-07-19, ,Mumbai (BOM),Indore (IDR),BOM,IDR,A21N (VT-IBO),2025-07-19 06:40:00,2025-07-19 06:51:00,2025-07-19 08:00:00,2025-07-19 07:47:00,11.0,-13.0,6,Saturday,2025-07-20 08:38:00,8.0,1491.0,0.0
2025-07-20, ,Mumbai (BOM),Tirupati (TIR),BOM,TIR,A21N (VT-IBO),2025-07-20 08:30:00,2025-07-20 08:38:00,2025-07-20 10:20:00,2025-07-20 10:04:00,8.0,-16.0,8,Sunday,2025-07-21 06:31:00,16.0,1227.0,0.0
2025-07-21, ,Mumbai (BOM),Udaipur (UDR),BOM,UDR,A21N (VT-IBO),2025-07-21 06:15:00,2025-07-21 06:31:00,2025-07-21 07:40:00,2025-07-21 07:36:00,16.0,-4.0,6,Monday,,,,0.0
2025-07-20, ,Mumbai (BOM),Kolkata (CCU),BOM,CCU,A21N (VT-IBQ),2025-07-20 07:45:00,2025-07-20 08:23:00,2025-07-20 10:45:00,2025-07-20 10:51:00,38.0,6.0,7,Sunday,,,,0.0
2025-07-25, ,Mumbai (BOM),Raipur (RPR),BOM,RPR,A21N (VT-IBU),2025-07-25 06:20:00,2025-07-25 06:29:00,2025-07-25 08:15:00,2025-07-25 08:01:00,9.0,-14.0,6,Friday,,,,0.0
2025-07-22, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A21N (VT-IBW),2025-07-22 08:15:00,2025-07-22 08:32:00,2025-07-22 10:10:00,2025-07-22 10:06:00,17.0,-4.0,8,Tuesday,2025-07-24 06:24:00,9.0,2658.0,0.0
2025-07-24, ,Mumbai (BOM),Udaipur (UDR),BOM,UDR,A21N (VT-IBW),2025-07-24 06:15:00,2025-07-24 06:24:00,2025-07-24 07:40:00,2025-07-24 07:32:00,9.0,-8.0,6,Thursday,,,,0.0
2025-07-19, ,Mumbai (BOM),Goa (GOX),BOM,GOX,A21N (VT-IBX),2025-07-19 08:15:00,2025-07-19 08:29:00,2025-07-19 09:30:00,2025-07-19 09:10:00,14.0,-20.0,8,Saturday,,,,0.0
2025-07-19, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A21N (VT-IBY),2025-07-19 08:15:00,2025-07-19 08:41:00,2025-07-19 10:10:00,2025-07-19 10:15:00,26.0,5.0,8,Saturday,2025-07-20 06:21:00,6.0,1206.0,0.0
2025-07-20, ,Mumbai (BOM),Udaipur (UDR),BOM,UDR,A21N (VT-IBY),2025-07-20 06:15:00,2025-07-20 06:21:00,2025-07-20 07:40:00,2025-07-20 07:26:00,6.0,-14.0,6,Sunday,2025-07-21 07:20:00,0.0,1434.0,0.0
2025-07-21, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A21N (VT-IBY),2025-07-21 07:20:00,2025-07-21 07:20:00,2025-07-21 08:50:00,2025-07-21 08:24:00,0.0,-26.0,7,Monday,,,,0.0
