flight_date,flight_number,from_full,to_full,from_airport,to_airport,aircraft,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,departure_delay,arrival_delay,scheduled_hour,day_of_week,next_flight_dep,next_flight_delay,turnaround_mins,cascade_score
2025-07-22, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A21N (VT-ICF),2025-07-22 06:00:00,2025-07-22 06:08:00,2025-07-22 07:55:00,2025-07-22 07:45:00,8.0,-10.0,6,Tuesday,2025-07-24 07:40:00,10.0,2875.0,0.0
2025-07-24, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A21N (VT-ICF),2025-07-24 07:30:00,2025-07-24 07:40:00,2025-07-24 09:30:00,2025-07-24 09:03:00,10.0,-27.0,7,Thursday,,,,0.0
2025-07-19, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A21N (VT-ICG),2025-07-19 06:25:00,2025-07-19 06:21:00,2025-07-19 08:30:00,2025-07-19 08:02:00,-4.0,-28.0,6,Saturday,2025-07-20 06:25:00,0.0,1343.0,0.0
2025-07-20, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A21N (VT-ICG),2025-07-20 06:25:00,2025-07-20 06:25:00,2025-07-20 08:30:00,2025-07-20 07:58:00,0.0,-32.0,6,Sunday,2025-07-21 09:25:00,55.0,1527.0,0.0
2025-07-21, ,Mumbai (BOM),Tirupati (TIR),BOM,TIR,A21N (VT-ICG),2025-07-21 08:30:00,2025-07-21 09:25:00,2025-07-21 10:20:00,2025-07-21 11:04:00,55.0,44.0,8,Monday,2025-07-23 06:33:00,18.0,2609.0,0.0
2025-07-23, ,Mumbai (BOM),Udaipur (UDR),BOM,UDR,A21N (VT-ICG),2025-07-23 06:15:00,2025-07-23 06:33:00,2025-07-23 07:40:00,2025-07-23 07:35:00,18.0,-5.0,6,Wednesday,2025-07-24 07:22:00,-3.0,1427.0,0.0
2025-07-24, ,Mumbai (BOM),Bhopal (BHO),BOM,BHO,A21N (VT-ICG),2025-07-24 07:25:00,2025-07-24 07:22:00,2025-07-24 09:00:00,2025-07-24 08:28:00,-3.0,-32.0,7,Thursday,,,,0.0
2025-07-20, ,Mumbai (BOM),Raipur (RPR),BOM,RPR,A21N (VT-ICK),2025-07-20 06:20:00,2025-07-20 06:14:00,2025-07-20 08:15:00,2025-07-20 07:47:00,-6.0,-28.0,6,Sunday,2025-07-21 09:11:00,56.0,1524.0,0.0
2025-07-21, ,Mumbai (BOM),Goa (GOX),BOM,GOX,A21N (VT-ICK),2025-07-21 08:15:00,2025-07-21 09:11:00,2025-07-21 09:30:00,2025-07-21 10:00:00,56.0,30.0,8,Monday,2025-07-22 08:29:00,14.0,1349.0,0.0
2025-07-22, ,Mumbai (BOM),Goa (GOX),BOM,GOX,A21N (VT-ICK),2025-07-22 08:15:00,2025-07-22 08:29:00,2025-07-22 09:30:00,2025-07-22 09:15:00,14.0,-15.0,8,Tuesday,2025-07-23 08:37:00,22.0,1402.0,0.0
2025-07-23, ,Mumbai (BOM),Goa (GOX),BOM,GOX,A21N (VT-ICK),2025-07-23 08:15:00,2025-07-23 08:37:00,2025-07-23 09:30:00,2025-07-23 09:24:00,22.0,-6.0,8,Wednesday,2025-07-24 08:33:00,18.0,1389.0,0.0
2025-07-24, ,Mumbai (BOM),Goa (GOX),BOM,GOX,A21N (VT-ICK),2025-07-24 08:15:00,2025-07-24 08:33:00,2025-07-24 09:30:00,2025-07-24 09:13:00,18.0,-17.0,8,Thursday,2025-07-25 09:08:00,38.0,1435.0,0.0
2025-07-25, ,Mumbai (BOM),Tirupati (TIR),BOM,TIR,A21N (VT-ICK),2025-07-25 08:30:00,2025-07-25 09:08:00,2025-07-25 10:20:00,2025-07-25 10:43:00,38.0,23.0,8,Friday,,,,0.0
2025-07-20, ,Mumbai (BOM),Goa (GOX),BOM,GOX,A21N (VT-ICL),2025-07-20 08:15:00,2025-07-20 08:35:00,2025-07-20 09:30:00,2025-07-20 09:18:00,20.0,-12.0,8,Sunday,2025-07-21 10:32:00,97.0,1514.0,0.0
2025-07-21, ,Mumbai (BOM),Bhubaneswar (BBI),BOM,BBI,A21N (VT-ICL),2025-07-21 08:55:00,2025-07-21 10:32:00,2025-07-21 11:20:00,2025-07-21 12:35:00,97.0,75.0,8,Monday,2025-07-24 06:58:00,18.0,3983.0,0.0
2025-07-24, ,Mumbai (BOM),Indore (IDR),BOM,IDR,A21N (VT-ICL),2025-07-24 06:40:00,2025-07-24 06:58:00,2025-07-24 08:00:00,2025-07-24 07:52:00,18.0,-8.0,6,Thursday,,,,0.0
2025-07-21, ,Mumbai (BOM),Raipur (RPR),BOM,RPR,A21N (VT-ICO),2025-07-21 06:20:00,2025-07-21 06:46:00,2025-07-21 08:15:00,2025-07-21 08:26:00,26.0,11.0,6,Monday,2025-07-22 06:22:00,7.0,1316.0,0.0
2025-07-22, ,Mumbai (BOM),Udaipur (UDR),BOM,UDR,A21N (VT-ICO),2025-07-22 06:15:00,2025-07-22 06:22:00,2025-07-22 07:40:00,2025-07-22 07:22:00,7.0,-18.0,6,Tuesday,2025-07-23 08:09:00,24.0,1487.0,0.0
2025-07-23, ,Mumbai (BOM),Kolkata (CCU),BOM,CCU,A21N (VT-ICO),2025-07-23 07:45:00,2025-07-23 08:09:00,2025-07-23 10:45:00,2025-07-23 10:33:00,24.0,-12.0,7,Wednesday,2025-07-24 08:29:00,14.0,1316.0,0.0
2025-07-24, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A21N (VT-ICO),2025-07-24 08:15:00,2025-07-24 08:29:00,2025-07-24 10:10:00,2025-07-24 10:08:00,14.0,-2.0,8,Thursday,,,,0.0
2025-07-19, ,Mumbai (BOM),Varanasi (VNS),BOM,VNS,A21N (VT-ICQ),2025-07-19 07:40:00,2025-07-19 07:52:00,2025-07-19 09:55:00,2025-07-19 09:41:00,12.0,-14.0,7,Saturday,2025-07-25 07:20:00,0.0,8499.0,0.0
2025-07-25, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A21N (VT-ICQ),2025-07-25 07:20:00,2025-07-25 07:20:00,2025-07-25 08:50:00,2025-07-25 08:26:00,0.0,-24.0,7,Friday,,,,0.0
2025-07-20, ,Mumbai (BOM),Varanasi (VNS),BOM,VNS,A21N (VT-ICT),2025-07-20 07:40:00,2025-07-20 07:47:00,2025-07-20 09:55:00,2025-07-20 09:35:00,7.0,-20.0,7,Sunday,,,,0.0
2025-07-25, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A21N (VT-ICW),2025-07-25 06:25:00,2025-07-25 06:32:00,2025-07-25 08:30:00,2025-07-25 08:07:00,7.0,-23.0,6,Friday,,,,0.0
2025-07-19, ,Mumbai (BOM),Raipur (RPR),BOM,RPR,A21N (VT-ICY),2025-07-19 06:20:00,2025-07-19 06:29:00,2025-07-19 08:15:00,2025-07-19 08:00:00,9.0,-15.0,6,Saturday,2025-07-22 09:20:00,25.0,4400.0,0.0
2025-07-22, ,Mumbai (BOM),Bhubaneswar (BBI),BOM,BBI,A21N (VT-ICY),2025-07-22 08:55:00,2025-07-22 09:20:00,2025-07-22 11:20:00,2025-07-22 11:19:00,25.0,-1.0,8,Tuesday,,,,0.0
2025-07-19, ,Mumbai (BOM),Nagpur (NAG),BOM,NAG,A21N (VT-ICZ),2025-07-19 06:10:00,2025-07-19 06:19:00,2025-07-19 07:45:00,2025-07-19 07:24:00,9.0,-21.0,6,Saturday,2025-07-20 06:09:00,-1.0,1365.0,0.0
2025-07-20, ,Mumbai (BOM),Nagpur (NAG),BOM,NAG,A21N (VT-ICZ),2025-07-20 06:10:00,2025-07-20 06:09:00,2025-07-20 07:45:00,2025-07-20 07:15:00,-1.0,-30.0,6,Sunday,2025-07-21 06:30:00,20.0,1395.0,0.0
2025-07-21, ,Mumbai (BOM),Nagpur (NAG),BOM,NAG,A21N (VT-ICZ),2025-07-21 06:10:00,2025-07-21 06:30:00,2025-07-21 07:45:00,2025-07-21 07:40:00,20.0,-5.0,6,Monday,2025-07-22 08:38:00,8.0,1498.0,0.0
2025-07-22, ,Mumbai (BOM),Tirupati (TIR),BOM,TIR,A21N (VT-ICZ),2025-07-22 08:30:00,2025-07-22 08:38:00,2025-07-22 10:20:00,2025-07-22 10:06:00,8.0,-14.0,8,Tuesday,2025-07-23 07:01:00,1.0,1255.0,0.0
2025-07-23, ,Mumbai (BOM),Indore (IDR),BOM,IDR,A21N (VT-ICZ),2025-07-23 07:00:00,2025-07-23 07:01:00,2025-07-23 08:00:00,2025-07-23 07:56:00,1.0,-4.0,7,Wednesday,,,,0.0
2025-07-22, ,Mumbai (BOM),Nagpur (NAG),BOM,NAG,A21N (VT-ILC),2025-07-22 06:10:00,2025-07-22 06:17:00,2025-07-22 07:45:00,2025-07-22 07:22:00,7.0,-23.0,6,Tuesday,2025-07-23 06:25:00,15.0,1383.0,0.0
2025-07-23, ,Mumbai (BOM),Nagpur (NAG),BOM,NAG,A21N (VT-ILC),2025-07-23 06:10:00,2025-07-23 06:25:00,2025-07-23 07:45:00,2025-07-23 07:29:00,15.0,-16.0,6,Wednesday,2025-07-24 06:13:00,3.0,1364.0,0.0
2025-07-24, ,Mumbai (BOM),Nagpur (NAG),BOM,NAG,A21N (VT-ILC),2025-07-24 06:10:00,2025-07-24 06:13:00,2025-07-24 07:45:00,2025-07-24 07:17:00,3.0,-28.0,6,Thursday,,,,0.0
2025-07-23, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A21N (VT-ILD),2025-07-23 07:20:00,2025-07-23 07:20:00,2025-07-23 08:50:00,2025-07-23 08:33:00,0.0,-17.0,7,Wednesday,,,,0.0
2025-07-22, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A21N (VT-ILG),2025-07-22 06:25:00,2025-07-22 06:32:00,2025-07-22 08:30:00,2025-07-22 08:03:00,7.0,-27.0,6,Tuesday,2025-07-23 09:00:00,20.0,1497.0,0.0
2025-07-23, ,Mumbai (BOM),Singapore (SIN),BOM,SIN,A21N (VT-ILG),2025-07-23 08:40:00,2025-07-23 09:00:00,2025-07-23 17:20:00,2025-07-23 16:54:00,20.0,-26.0,8,Wednesday,2025-07-24 09:05:00,25.0,971.0,0.0
2025-07-24, ,Mumbai (BOM),Singapore (SIN),BOM,SIN,A21N (VT-ILG),2025-07-24 08:40:00,2025-07-24 09:05:00,2025-07-24 17:20:00,2025-07-24 16:59:00,25.0,-21.0,8,Thursday,,,,0.0
2025-07-20, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A21N (VT-ILH),2025-07-20 07:20:00,2025-07-20 07:28:00,2025-07-20 08:50:00,2025-07-20 08:34:00,8.0,-16.0,7,Sunday,2025-07-23 08:35:00,20.0,4321.0,0.0
2025-07-23, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A21N (VT-ILH),2025-07-23 08:15:00,2025-07-23 08:35:00,2025-07-23 10:10:00,2025-07-23 10:09:00,20.0,-1.0,8,Wednesday,,,,0.0
2025-07-19, ,Mumbai (BOM),Tirupati (TIR),BOM,TIR,A21N (VT-ILI),2025-07-19 08:30:00,2025-07-19 08:38:00,2025-07-19 10:20:00,2025-07-19 10:05:00,8.0,-15.0,8,Saturday,,,,0.0
2025-07-22, ,Mumbai (BOM),Singapore (SIN),BOM,SIN,A21N (VT-ILN),2025-07-22 08:40:00,2025-07-22 08:52:00,2025-07-22 17:20:00,2025-07-22 16:32:00,12.0,-48.0,8,Tuesday,,,,0.0
2025-07-24, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A21N (VT-ILO),2025-07-24 06:25:00,2025-07-24 06:37:00,2025-07-24 08:30:00,2025-07-24 08:09:00,12.0,-21.0,6,Thursday,2025-07-25 08:39:00,24.0,1470.0,0.0
2025-07-25, ,Mumbai (BOM),Goa (GOX),BOM,GOX,A21N (VT-ILO),2025-07-25 08:15:00,2025-07-25 08:39:00,2025-07-25 09:30:00,2025-07-25 09:20:00,24.0,-10.0,8,Friday,,,,0.0
2025-07-19, ,Mumbai (BOM),Udaipur (UDR),BOM,UDR,A21N (VT-ILQ),2025-07-19 06:15:00,2025-07-19 06:24:00,2025-07-19 07:40:00,2025-07-19 07:27:00,9.0,-13.0,6,Saturday,,,,0.0
2025-07-19, ,Mumbai (BOM),Singapore (SIN),BOM,SIN,A21N (VT-ILT),2025-07-19 08:40:00,2025-07-19 08:56:00,2025-07-19 17:20:00,2025-07-19 16:44:00,16.0,-36.0,8,Saturday,,,,0.0
2025-07-25, ,Mumbai (BOM),Varanasi (VNS),BOM,VNS,A21N (VT-ILV),2025-07-25 07:40:00,2025-07-25 08:00:00,2025-07-25 09:55:00,2025-07-25 09:52:00,20.0,-3.0,7,Friday,,,,0.0
2025-07-20, ,Mumbai (BOM),Singapore (SIN),BOM,SIN,A21N (VT-ILX),2025-07-20 08:40:00,2025-07-20 08:58:00,2025-07-20 17:20:00,2025-07-20 17:00:00,18.0,-20.0,8,Sunday,2025-07-21 10:22:00,102.0,1042.0,0.0
2025-07-21, ,Mumbai (BOM),Singapore (SIN),BOM,SIN,A21N (VT-ILX),2025-07-21 08:40:00,2025-07-21 10:22:00,2025-07-21 17:20:00,2025-07-21 18:17:00,102.0,57.0,8,Monday,,,,0.0
2025-07-23, ,Mumbai (BOM),Varanasi (VNS),BOM,VNS,A21N (VT-ILZ),2025-07-23 07:40:00,2025-07-23 07:44:00,2025-07-23 09:55:00,2025-07-23 09:35:00,4.0,-20.0,7,Wednesday,2025-07-24 07:51:00,11.0,1336.0,0.0
2025-07-24, ,Mumbai (BOM),Varanasi (VNS),BOM,VNS,A21N (VT-ILZ),2025-07-24 07:40:00,2025-07-24 07:51:00,2025-07-24 09:55:00,2025-07-24 09:36:00,11.0,-19.0,7,Thursday,,,,0.0
2025-07-24, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A21N (VT-IMB),2025-07-24 07:20:00,2025-07-24 07:31:00,2025-07-24 08:50:00,2025-07-24 08:40:00,11.0,-10.0,7,Thursday,2025-07-25 09:43:00,48.0,1503.0,0.0
2025-07-25, ,Mumbai (BOM),Bhubaneswar (BBI),BOM,BBI,A21N (VT-IMB),2025-07-25 08:55:00,2025-07-25 09:43:00,2025-07-25 11:20:00,2025-07-25 11:40:00,48.0,20.0,8,Friday,,,,0.0
2025-07-24, ,Mumbai (BOM),Kolkata (CCU),BOM,CCU,A21N (VT-IMC),2025-07-24 07:45:00,2025-07-24 08:15:00,2025-07-24 10:45:00,2025-07-24 10:36:00,30.0,-9.0,7,Thursday,,,,0.0
2025-07-25, ,Mumbai (BOM),Indore (IDR),BOM,IDR,A21N (VT-IME),2025-07-25 06:40:00,2025-07-25 06:45:00,2025-07-25 08:00:00,2025-07-25 07:40:00,5.0,-20.0,6,Friday,,,,0.0
2025-07-19, ,Mumbai (BOM),Kolkata (CCU),BOM,CCU,A21N (VT-IMH),2025-07-19 07:45:00,2025-07-19 08:09:00,2025-07-19 10:45:00,2025-07-19 10:35:00,24.0,-10.0,7,Saturday,2025-07-25 09:18:00,38.0,8563.0,0.0
2025-07-25, ,Mumbai (BOM),Singapore (SIN),BOM,SIN,A21N (VT-IMH),2025-07-25 08:40:00,2025-07-25 09:18:00,2025-07-25 17:20:00,2025-07-25 17:15:00,38.0,-5.0,8,Friday,,,,0.0
2025-07-19, ,Mumbai (BOM),Rajkot (HSR),BOM,HSR,A21N (VT-IMI),2025-07-19 07:05:00,2025-07-19 07:08:00,2025-07-19 08:15:00,2025-07-19 07:52:00,3.0,-23.0,7,Saturday,2025-07-20 06:34:00,-6.0,1362.0,0.0
2025-07-20, ,Mumbai (BOM),Indore (IDR),BOM,IDR,A21N (VT-IMI),2025-07-20 06:40:00,2025-07-20 06:34:00,2025-07-20 08:00:00,2025-07-20 07:28:00,-6.0,-32.0,6,Sunday,,,,0.0
2025-07-19, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A21N (VT-IML),2025-07-19 07:20:00,2025-07-19 07:29:00,2025-07-19 08:50:00,2025-07-19 08:38:00,9.0,-12.0,7,Saturday,2025-07-23 06:44:00,19.0,5646.0,0.0
2025-07-23, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A21N (VT-IML),2025-07-23 06:25:00,2025-07-23 06:44:00,2025-07-23 08:30:00,2025-07-23 08:22:00,19.0,-8.0,6,Wednesday,2025-07-24 08:41:00,11.0,1459.0,0.0
2025-07-24, ,Mumbai (BOM),Tirupati (TIR),BOM,TIR,A21N (VT-IML),2025-07-24 08:30:00,2025-07-24 08:41:00,2025-07-24 10:20:00,2025-07-24 10:10:00,11.0,-10.0,8,Thursday,,,,0.0
2025-07-21, ,Mumbai (BOM),Varanasi (VNS),BOM,VNS,A21N (VT-IMM),2025-07-21 07:40:00,2025-07-21 07:54:00,2025-07-21 09:55:00,2025-07-21 09:44:00,14.0,-11.0,7,Monday,2025-07-22 07:06:00,1.0,1282.0,0.0
2025-07-22, ,Mumbai (BOM),Rajkot (HSR),BOM,HSR,A21N (VT-IMM),2025-07-22 07:05:00,2025-07-22 07:06:00,2025-07-22 08:15:00,2025-07-22 07:51:00,1.0,-24.0,7,Tuesday,2025-07-23 07:17:00,2.0,1406.0,0.0
2025-07-23, ,Mumbai (BOM),Rajkot (HSR),BOM,HSR,A21N (VT-IMM),2025-07-23 07:15:00,2025-07-23 07:17:00,2025-07-23 08:15:00,2025-07-23 08:03:00,2.0,-12.0,7,Wednesday,2025-07-24 07:33:00,28.0,1410.0,0.0
2025-07-24, ,Mumbai (BOM),Rajkot (HSR),BOM,HSR,A21N (VT-IMM),2025-07-24 07:05:00,2025-07-24 07:33:00,2025-07-24 08:15:00,2025-07-24 08:21:00,28.0,6.0,7,Thursday,2025-07-25 07:16:00,11.0,1375.0,0.0
2025-07-25, ,Mumbai (BOM),Rajkot (HSR),BOM,HSR,A21N (VT-IMM),2025-07-25 07:05:00,2025-07-25 07:16:00,2025-07-25 08:15:00,2025-07-25 08:03:00,11.0,-12.0,7,Friday,,,,0.0
2025-07-23, ,Mumbai (BOM),Tirupati (TIR),BOM,TIR,A21N (VT-IMZ),2025-07-23 08:30:00,2025-07-23 08:44:00,2025-07-23 10:20:00,2025-07-23 10:17:00,14.0,-3.0,8,Wednesday,2025-07-25 06:31:00,16.0,2654.0,0.0
2025-07-25, ,Mumbai (BOM),Udaipur (UDR),BOM,UDR,A21N (VT-IMZ),2025-07-25 06:15:00,2025-07-25 06:31:00,2025-07-25 07:40:00,2025-07-25 07:34:00,16.0,-6.0,6,Friday,,,,0.0
2025-07-19, ,Mumbai (BOM),Bhubaneswar (BBI),BOM,BBI,A21N (VT-IRV),2025-07-19 08:55:00,2025-07-19 09:04:00,2025-07-19 11:20:00,2025-07-19 11:01:00,9.0,-19.0,8,Saturday,2025-07-20 06:59:00,-6.0,1198.0,0.0
2025-07-20, ,Mumbai (BOM),Rajkot (HSR),BOM,HSR,A21N (VT-IRV),2025-07-20 07:05:00,2025-07-20 06:59:00,2025-07-20 08:15:00,2025-07-20 07:46:00,-6.0,-29.0,7,Sunday,2025-07-21 07:08:00,3.0,1402.0,0.0
2025-07-21, ,Mumbai (BOM),Rajkot (HSR),BOM,HSR,A21N (VT-IRV),2025-07-21 07:05:00,2025-07-21 07:08:00,2025-07-21 08:15:00,2025-07-21 07:56:00,3.0,-19.0,7,Monday,2025-07-22 08:09:00,29.0,1453.0,0.0
2025-07-22, ,Mumbai (BOM),Varanasi (VNS),BOM,VNS,A21N (VT-IRV),2025-07-22 07:40:00,2025-07-22 08:09:00,2025-07-22 09:55:00,2025-07-22 10:00:00,29.0,5.0,7,Tuesday,,,,0.0
2025-07-22, ,Mumbai (BOM),Indore (IDR),BOM,IDR,A21N (VT-IRW),2025-07-22 06:40:00,2025-07-22 06:52:00,2025-07-22 08:00:00,2025-07-22 07:48:00,12.0,-12.0,6,Tuesday,,,,0.0
2025-07-22, ,Mumbai (BOM),Hyderabad (HYD),BOM,HYD,A21N (VT-IRY),2025-07-22 07:20:00,2025-07-22 07:20:00,2025-07-22 08:50:00,2025-07-22 08:26:00,0.0,-24.0,7,Tuesday,2025-07-23 06:40:00,20.0,1334.0,0.0
2025-07-23, ,Mumbai (BOM),Raipur (RPR),BOM,RPR,A21N (VT-IRY),2025-07-23 06:20:00,2025-07-23 06:40:00,2025-07-23 08:15:00,2025-07-23 08:11:00,20.0,-4.0,6,Wednesday,2025-07-24 09:13:00,18.0,1502.0,0.0
2025-07-24, ,Mumbai (BOM),Bhubaneswar (BBI),BOM,BBI,A21N (VT-IRY),2025-07-24 08:55:00,2025-07-24 09:13:00,2025-07-24 11:20:00,2025-07-24 11:15:00,18.0,-5.0,8,Thursday,,,,0.0
2025-07-20, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A21N (VT-IRZ),2025-07-20 08:15:00,2025-07-20 08:32:00,2025-07-20 10:10:00,2025-07-20 10:04:00,17.0,-6.0,8,Sunday,2025-07-21 06:54:00,14.0,1250.0,0.0
2025-07-21, ,Mumbai (BOM),Indore (IDR),BOM,IDR,A21N (VT-IRZ),2025-07-21 06:40:00,2025-07-21 06:54:00,2025-07-21 08:00:00,2025-07-21 07:48:00,14.0,-12.0,6,Monday,2025-07-22 06:27:00,7.0,1359.0,0.0
2025-07-22, ,Mumbai (BOM),Raipur (RPR),BOM,RPR,A21N (VT-IRZ),2025-07-22 06:20:00,2025-07-22 06:27:00,2025-07-22 08:15:00,2025-07-22 07:55:00,7.0,-20.0,6,Tuesday,2025-07-23 09:09:00,14.0,1514.0,0.0
2025-07-23, ,Mumbai (BOM),Bhubaneswar (BBI),BOM,BBI,A21N (VT-IRZ),2025-07-23 08:55:00,2025-07-23 09:09:00,2025-07-23 11:20:00,2025-07-23 11:07:00,14.0,-13.0,8,Wednesday,,,,0.0
2025-07-21, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A21N (VT-IUO),2025-07-21 06:25:00,2025-07-21 06:43:00,2025-07-21 08:30:00,2025-07-21 08:17:00,18.0,-13.0,6,Monday,2025-07-24 06:33:00,13.0,4216.0,0.0
2025-07-24, ,Mumbai (BOM),Raipur (RPR),BOM,RPR,A21N (VT-IUO),2025-07-24 06:20:00,2025-07-24 06:33:00,2025-07-24 08:15:00,2025-07-24 08:06:00,13.0,-9.0,6,Thursday,,,,0.0
2025-07-21, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A21N (VT-IWQ),2025-07-21 08:45:00,2025-07-21 09:28:00,2025-07-21 10:45:00,2025-07-21 10:41:00,43.0,-4.0,8,Monday,2025-07-22 08:47:00,2.0,1326.0,0.0
2025-07-22, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A21N (VT-IWQ),2025-07-22 08:45:00,2025-07-22 08:47:00,2025-07-22 10:45:00,2025-07-22 10:10:00,2.0,-35.0,8,Tuesday,2025-07-23 08:58:00,13.0,1368.0,0.0
2025-07-23, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A21N (VT-IWQ),2025-07-23 08:45:00,2025-07-23 08:58:00,2025-07-23 10:45:00,2025-07-23 10:17:00,13.0,-28.0,8,Wednesday,2025-07-24 06:15:00,15.0,1198.0,0.0
2025-07-24, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A21N (VT-IWQ),2025-07-24 06:00:00,2025-07-24 06:15:00,2025-07-24 07:55:00,2025-07-24 08:02:00,15.0,7.0,6,Thursday,2025-07-25 07:02:00,2.0,1380.0,0.0
2025-07-25, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A21N (VT-IWQ),2025-07-25 07:00:00,2025-07-25 07:02:00,2025-07-25 09:10:00,2025-07-25 08:45:00,2.0,-25.0,7,Friday,,,,0.0
2025-07-25, ,Mumbai (BOM),Chennai (MAA),BOM,MAA,A21N (VT-IWR),2025-07-25 08:15:00,2025-07-25 08:47:00,2025-07-25 10:10:00,2025-07-25 10:31:00,32.0,21.0,8,Friday,,,,0.0
2025-07-24, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A21N (VT-IWS),2025-07-24 06:05:00,2025-07-24 06:12:00,2025-07-24 07:55:00,2025-07-24 07:38:00,7.0,-17.0,6,Thursday,,,,0.0
2025-07-19, ,Mumbai (BOM),Delhi (DEL),BOM,DEL,A21N (VT-IWT),2025-07-19 07:00:00,2025-07-19 07:13:00,2025-07-19 09:10:00,2025-07-19 09:02:00,13.0,-8.0,7,Saturday,2025-07-23 06:14:00,9.0,5592.0,0.0
2025-07-23, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A21N (VT-IWT),2025-07-23 06:05:00,2025-07-23 06:14:00,2025-07-23 07:55:00,2025-07-23 07:39:00,9.0,-16.0,6,Wednesday,,,,0.0
2025-07-22, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A21N (VT-IWU),2025-07-22 06:05:00,2025-07-22 06:16:00,2025-07-22 07:55:00,2025-07-22 07:37:00,11.0,-18.0,6,Tuesday,2025-07-25 06:05:00,0.0,4228.0,0.0
2025-07-25, ,Mumbai (BOM),Bengaluru (BLR),BOM,BLR,A21N (VT-IWU),2025-07-25 06:05:00,2025-07-25 06:05:00,2025-07-25 07:55:00,2025-07-25 07:22:00,0.0,-33.0,6,Friday,,,,0.0
